code,Profession,DWA ID,Detailed Work Activity
11-1021.00,General and Operations Managers,4.A.4.a.3.I03.D09,"Provide basic information to guests, visitors, or clients."
11-1021.00,General and Operations Managers,4.A.2.b.1.I09.D01,Implement organizational process or policy changes.
11-1021.00,General and Operations Managers,4.A.2.b.2.I03.D03,Develop marketing plans or strategies.
11-1021.00,General and Operations Managers,4.A.4.b.4.I12.D03,"Direct sales, marketing, or customer service activities."
11-1021.00,General and Operations Managers,4.A.4.b.4.I12.D39,"Direct organizational operations, projects, or services."
11-1021.00,General and Operations Managers,4.A.2.b.1.I08.D05,Determine resource needs.
11-1021.00,General and Operations Managers,4.A.4.b.4.I10.D07,Manage construction activities.
11-1021.00,General and Operations Managers,4.A.4.b.6.I05.D07,Recommend organizational process or policy changes.
11-1021.00,General and Operations Managers,4.A.2.b.2.I11.D01,Plan facility layouts or designs.
29-1216.00,General Internal Medicine Physicians,4.A.4.a.5.I12.D07,Treat chronic diseases or disorders.
29-1216.00,General Internal Medicine Physicians,4.A.2.a.4.I06.D03,Analyze test data or images to inform diagnosis or treatment.
29-1216.00,General Internal Medicine Physicians,4.A.4.a.5.I03.D06,Administer non-intravenous medications.
29-1216.00,General Internal Medicine Physicians,4.A.4.c.3.I06.D01,Prescribe treatments or therapies.
29-1216.00,General Internal Medicine Physicians,4.A.4.c.3.I06.D03,Prescribe medications.
29-1216.00,General Internal Medicine Physicians,4.A.2.b.1.I06.D02,Diagnose medical conditions.
29-1216.00,General Internal Medicine Physicians,4.A.4.a.5.I12.D07,Treat chronic diseases or disorders.
29-1216.00,General Internal Medicine Physicians,4.A.4.a.5.I12.D02,"Treat acute illnesses, infections, or injuries."
29-1216.00,General Internal Medicine Physicians,4.A.4.a.5.I12.D07,Treat chronic diseases or disorders.
29-1216.00,General Internal Medicine Physicians,4.A.1.a.2.I05.D01,Monitor patient progress or responses to treatments.
29-1216.00,General Internal Medicine Physicians,4.A.1.a.1.I12.D02,"Collect medical information from patients, family members, or other medical professionals."
29-1216.00,General Internal Medicine Physicians,4.A.3.b.6.I11.D04,Record patient medical histories.
29-1216.00,General Internal Medicine Physicians,4.A.2.b.1.I06.D02,Diagnose medical conditions.
29-1216.00,General Internal Medicine Physicians,4.A.4.a.1.I05.D05,Explain medical procedures or test results to patients or family members.
29-1216.00,General Internal Medicine Physicians,4.A.4.b.6.I01.D01,"Provide health and wellness advice to patients, program participants, or caregivers."
29-1216.00,General Internal Medicine Physicians,4.A.4.b.6.I06.D02,Advise communities or institutions regarding health or safety issues.
29-1216.00,General Internal Medicine Physicians,4.A.4.a.5.I01.D02,Refer patients to other healthcare practitioners or health resources.
29-1216.00,General Internal Medicine Physicians,4.A.4.a.5.I03.D07,Immunize patients.
29-1216.00,General Internal Medicine Physicians,4.A.4.b.6.I06.D01,Advise medical personnel regarding healthcare issues.
29-1216.00,General Internal Medicine Physicians,4.A.4.b.4.I01.D14,Supervise patient care personnel.
29-1216.00,General Internal Medicine Physicians,4.A.4.b.6.I06.D01,Advise medical personnel regarding healthcare issues.
29-1216.00,General Internal Medicine Physicians,4.A.4.a.5.I12.D03,Operate on patients to treat conditions.
29-1216.00,General Internal Medicine Physicians,4.A.2.b.2.I17.D03,Design public or employee health programs.
29-1216.00,General Internal Medicine Physicians,4.A.4.b.4.I12.D23,Direct healthcare delivery programs.
29-1216.00,General Internal Medicine Physicians,4.A.1.a.1.I19.D01,Conduct research to increase knowledge about medical issues.
29-1216.00,General Internal Medicine Physicians,4.A.3.b.6.I06.D01,Prepare official health documents or records.
29-9092.00,Genetic Counselors,4.A.2.a.4.I06.D03,Analyze test data or images to inform diagnosis or treatment.
29-9092.00,Genetic Counselors,4.A.4.a.1.I05.D05,Explain medical procedures or test results to patients or family members.
29-9092.00,Genetic Counselors,4.A.4.b.6.I01.D04,Advise patients on effects of health conditions or treatments.
29-9092.00,Genetic Counselors,4.A.2.a.1.I06.D02,"Evaluate patient functioning, capabilities, or health."
29-9092.00,Genetic Counselors,4.A.4.a.1.I05.D01,Communicate detailed medical information to patients or family members.
29-9092.00,Genetic Counselors,4.A.4.b.5.I02.D04,Interact with patients to build rapport or provide emotional support.
29-9092.00,Genetic Counselors,4.A.2.a.4.I06.D02,Analyze patient data to determine patient needs or treatment goals.
29-9092.00,Genetic Counselors,4.A.2.b.2.I01.D02,Develop medical treatment plans.
29-9092.00,Genetic Counselors,4.A.4.c.3.I02.D01,Order medical diagnostic or clinical tests.
29-9092.00,Genetic Counselors,4.A.4.a.1.I05.D01,Communicate detailed medical information to patients or family members.
29-9092.00,Genetic Counselors,4.A.4.a.1.I05.D05,Explain medical procedures or test results to patients or family members.
29-9092.00,Genetic Counselors,4.A.4.a.2.I05.D01,Inform medical professionals regarding patient conditions and care.
29-9092.00,Genetic Counselors,4.A.1.a.1.I12.D01,Gather medical information from patient histories.
29-9092.00,Genetic Counselors,4.A.1.a.1.I12.D02,"Collect medical information from patients, family members, or other medical professionals."
29-9092.00,Genetic Counselors,4.A.3.b.6.I11.D04,Record patient medical histories.
29-9092.00,Genetic Counselors,4.A.4.a.1.I05.D01,Communicate detailed medical information to patients or family members.
29-9092.00,Genetic Counselors,4.A.4.a.5.I01.D02,Refer patients to other healthcare practitioners or health resources.
29-9092.00,Genetic Counselors,4.A.3.b.6.I06.D04,Prepare reports summarizing patient diagnostic or care activities.
29-9092.00,Genetic Counselors,4.A.4.b.3.I06.D06,Conduct health or safety training programs.
29-9092.00,Genetic Counselors,4.A.4.b.3.I06.D08,Train medical providers.
29-9092.00,Genetic Counselors,4.A.1.a.1.I19.D01,Conduct research to increase knowledge about medical issues.
29-9092.00,Genetic Counselors,4.A.1.a.1.I19.D01,Conduct research to increase knowledge about medical issues.
29-9092.00,Genetic Counselors,4.A.2.b.2.I05.D01,Develop healthcare quality and safety procedures.
29-9092.00,Genetic Counselors,4.A.4.b.6.I06.D01,Advise medical personnel regarding healthcare issues.
29-9092.00,Genetic Counselors,4.A.2.b.3.I01.D12,Maintain medical or professional knowledge.
29-9092.00,Genetic Counselors,4.A.3.b.6.I12.D06,Prepare healthcare training materials.
19-1029.03,Geneticists,4.A.3.b.6.I07.D05,Prepare proposal documents or grant applications.
19-1029.03,Geneticists,4.A.1.b.2.I07.D18,Inspect equipment to ensure proper functioning.
19-1029.03,Geneticists,4.A.2.b.2.I08.D01,Plan natural resources conservation or restoration programs.
19-1029.03,Geneticists,4.A.2.b.2.I08.D01,Plan natural resources conservation or restoration programs.
19-1029.03,Geneticists,4.A.4.b.3.I04.D15,Train personnel in technical or scientific procedures.
19-1029.03,Geneticists,4.A.4.b.3.I02.D09,Instruct college students in physical or life sciences.
19-1029.03,Geneticists,4.A.1.a.1.I16.D02,Research diseases or parasites.
19-1029.03,Geneticists,4.A.2.b.2.I06.D02,Develop technical or scientific databases.
19-1029.03,Geneticists,4.A.2.b.2.I02.D06,Develop software or applications for scientific or technical use.
19-1029.03,Geneticists,4.A.4.a.2.I04.D05,Collaborate with technical specialists to resolve design or development problems.
19-1029.03,Geneticists,4.A.4.a.2.I02.D01,Collaborate on research activities with scientists or technical specialists.
19-1029.03,Geneticists,4.A.2.b.3.I01.D01,Review professional literature to maintain professional knowledge.
19-1029.03,Geneticists,4.A.2.b.3.I01.D09,Attend conferences or workshops to maintain professional knowledge.
19-1029.03,Geneticists,4.A.4.b.4.I01.D10,Supervise scientific or technical personnel.
19-1029.03,Geneticists,4.A.2.a.4.I07.D05,Interpret research or operational data.
19-1029.03,Geneticists,4.A.2.b.3.I01.D01,Review professional literature to maintain professional knowledge.
19-1029.03,Geneticists,4.A.3.b.6.I03.D04,Prepare scientific or technical reports or presentations.
19-1029.03,Geneticists,4.A.3.b.6.I08.D18,Record research or operational data.
19-1029.03,Geneticists,4.A.2.a.4.I10.D05,Analyze biological samples.
19-1029.03,Geneticists,4.A.1.a.1.I16.D01,Research genetic characteristics or expression.
19-1029.03,Geneticists,4.A.2.b.4.I03.D07,Establish standards for medical care.
19-1029.03,Geneticists,4.A.1.a.1.I16.D01,Research genetic characteristics or expression.
19-1029.03,Geneticists,4.A.1.a.1.I16.D01,Research genetic characteristics or expression.
19-1029.03,Geneticists,4.A.1.a.1.I16.D01,Research genetic characteristics or expression.
19-1029.03,Geneticists,4.A.1.a.1.I16.D01,Research genetic characteristics or expression.
19-1029.03,Geneticists,4.A.2.b.2.I23.D05,Plan biological research.
19-1029.03,Geneticists,4.A.1.a.1.I16.D01,Research genetic characteristics or expression.
17-1022.01,Geodetic Surveyors,4.A.2.a.4.I05.D03,Evaluate designs or specifications to ensure quality.
17-1022.01,Geodetic Surveyors,4.A.4.b.3.I04.D02,Train personnel on proper operational procedures.
17-1022.01,Geodetic Surveyors,4.A.4.b.4.I06.D01,Direct surveying activities.
17-1022.01,Geodetic Surveyors,4.A.4.a.3.I02.D06,Explain project details to the general public.
17-1022.01,Geodetic Surveyors,4.A.2.b.3.I01.D20,Update technical knowledge.
17-1022.01,Geodetic Surveyors,4.A.2.a.2.I01.D10,Verify mathematical calculations.
17-1022.01,Geodetic Surveyors,4.A.1.a.1.I06.D03,Gather physical survey data.
17-1022.01,Geodetic Surveyors,4.A.3.b.6.I15.D04,Prepare operational reports.
17-1022.01,Geodetic Surveyors,4.A.3.b.6.I08.D21,Maintain operational records or records systems.
17-1022.01,Geodetic Surveyors,4.A.1.b.3.I04.D03,Calculate geographic positions from survey data.
17-1022.01,Geodetic Surveyors,4.A.1.b.3.I04.D03,Calculate geographic positions from survey data.
17-1022.01,Geodetic Surveyors,4.A.1.b.3.I04.D03,Calculate geographic positions from survey data.
17-1022.01,Geodetic Surveyors,4.A.2.a.4.I07.D03,"Analyze operational data to evaluate operations, processes or products."
17-1022.01,Geodetic Surveyors,4.A.2.a.4.I01.D07,"Analyze physical, survey, or geographic data."
17-1022.01,Geodetic Surveyors,4.A.1.b.3.I04.D04,Survey land or bodies of water to measure or determine features.
17-1022.01,Geodetic Surveyors,4.A.1.b.3.I04.D04,Survey land or bodies of water to measure or determine features.
19-3092.00,Geographers,4.A.2.b.2.I18.D11,Prepare maps.
19-3092.00,Geographers,4.A.3.b.6.I03.D04,Prepare scientific or technical reports or presentations.
19-3092.00,Geographers,4.A.2.b.2.I02.D06,Develop software or applications for scientific or technical use.
19-3092.00,Geographers,4.A.1.a.1.I04.D08,Collect archival data.
19-3092.00,Geographers,4.A.1.a.1.I18.D01,Conduct anthropological or archaeological research.
19-3092.00,Geographers,4.A.4.b.3.I02.D08,Instruct college students in social sciences or humanities disciplines.
19-3092.00,Geographers,4.A.2.a.2.I03.D06,Compile geographic or related data.
19-3092.00,Geographers,4.A.3.a.2.I38.D03,Collect geographical or geological field data.
19-3092.00,Geographers,4.A.1.a.1.I18.D01,Conduct anthropological or archaeological research.
19-3092.00,Geographers,4.A.4.b.6.I05.D10,Advise others on business or operational matters.
19-3092.00,Geographers,4.A.3.a.2.I38.D03,Collect geographical or geological field data.
19-3092.00,Geographers,4.A.2.b.2.I02.D06,Develop software or applications for scientific or technical use.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I18.D14,Prepare graphics or other visual representations of information.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.3.b.6.I03.D05,Prepare analytical reports.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I18.D14,Prepare graphics or other visual representations of information.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I06.D04,Create databases to store electronic data.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.3.b.1.I06.D05,Update computer database information.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.4.b.6.I04.D02,Provide technical support for software maintenance or use.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I02.D10,Design software applications.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.3.b.1.I01.D03,Write computer programming code.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.3.b.1.I06.D05,Update computer database information.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.a.2.I01.D06,Evaluate data quality.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I26.D03,Develop scientific or mathematical models.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I06.D04,Create databases to store electronic data.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.a.4.I04.D02,Analyze data to identify trends or relationships among variables.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I18.D14,Prepare graphics or other visual representations of information.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.4.b.6.I04.D02,Provide technical support for software maintenance or use.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.3.b.1.I06.D07,Prepare data for analysis.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.a.4.I04.D02,Analyze data to identify trends or relationships among variables.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.4.b.4.I12.D32,Coordinate project activities with other personnel or departments.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.1.b.2.I08.D03,Test software performance.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I02.D03,Design computer modeling or simulation programs.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.3.b.6.I09.D04,Document technical specifications or requirements.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.a.4.I04.D02,Analyze data to identify trends or relationships among variables.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.3.b.1.I06.D07,Prepare data for analysis.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.3.b.1.I04.D02,Troubleshoot issues with computer applications or systems.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.4.a.2.I04.D03,Collaborate with others to resolve information technology issues.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I02.D10,Design software applications.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I21.D02,Develop models of information or communications systems.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.3.b.1.I01.D03,Write computer programming code.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I06.D04,Create databases to store electronic data.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.4.b.6.I04.D06,Recommend changes to improve computer or information systems.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.4.a.2.I09.D07,Collaborate with others to determine design specifications or details.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I18.D14,Prepare graphics or other visual representations of information.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I18.D14,Prepare graphics or other visual representations of information.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.4.b.3.I05.D04,Train others in computer interface or software use.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.a.4.I01.D06,Analyze Geographic Information Systems (GIS) data for use in green applications.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I18.D14,Prepare graphics or other visual representations of information.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.1.a.1.I20.D04,Conduct research to gain information about products or processes.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.2.I02.D05,Design integrated computer systems.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.2.b.3.I01.D07,Update knowledge about emerging industry or technology trends.
15-1299.02,Geographic Information Systems Technologists and Technicians,4.A.4.b.6.I04.D06,Recommend changes to improve computer or information systems.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.b.3.I02.D12,Teach physical science or mathematics courses at the college level.
25-1064.00,"Geography Teachers, Postsecondary",4.A.2.a.1.I03.D04,Evaluate student work.
25-1064.00,"Geography Teachers, Postsecondary",4.A.2.a.1.I03.D02,Administer tests to assess educational needs or progress.
25-1064.00,"Geography Teachers, Postsecondary",4.A.2.a.1.I03.D03,Prepare tests.
25-1064.00,"Geography Teachers, Postsecondary",4.A.2.a.1.I03.D04,Evaluate student work.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.b.3.I02.D05,Guide class discussions.
25-1064.00,"Geography Teachers, Postsecondary",4.A.3.b.6.I08.D12,Maintain student records.
25-1064.00,"Geography Teachers, Postsecondary",4.A.3.b.6.I12.D09,Develop instructional materials.
25-1064.00,"Geography Teachers, Postsecondary",4.A.2.b.3.I01.D03,Stay informed about current developments in field of specialization.
25-1064.00,"Geography Teachers, Postsecondary",4.A.2.b.3.I01.D18,Attend training sessions or professional meetings to develop or maintain professional knowledge.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.b.4.I01.D18,Supervise student research or internship work.
25-1064.00,"Geography Teachers, Postsecondary",4.A.2.a.1.I02.D05,Evaluate effectiveness of educational programs.
25-1064.00,"Geography Teachers, Postsecondary",4.A.2.b.2.I15.D03,Develop instructional objectives.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.b.6.I07.D02,Advise students on academic or career matters.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.b.4.I01.D17,Supervise laboratory work.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.b.4.I01.D18,Supervise student research or internship work.
25-1064.00,"Geography Teachers, Postsecondary",4.A.2.b.3.I01.D10,Research topics in area of expertise.
25-1064.00,"Geography Teachers, Postsecondary",4.A.3.b.6.I16.D01,"Write articles, books or other original materials in area of expertise."
25-1064.00,"Geography Teachers, Postsecondary",4.A.2.b.3.I01.D10,Research topics in area of expertise.
25-1064.00,"Geography Teachers, Postsecondary",4.A.2.b.1.I10.D10,Select educational materials or equipment.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.c.3.I05.D02,Order instructional or library materials or equipment.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.b.6.I07.D02,Advise students on academic or career matters.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.b.4.I02.D01,Serve on institutional or departmental committees.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.a.6.I03.D06,Promote educational institutions or programs.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.c.1.I01.D05,Perform student enrollment or registration activities.
25-1064.00,"Geography Teachers, Postsecondary",4.A.2.b.6.I01.D05,Plan community programs or activities for the general public.
25-1064.00,"Geography Teachers, Postsecondary",4.A.2.a.2.I03.D04,Compile specialized bibliographies or lists of materials.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.b.4.I12.D33,Direct department activities.
25-1064.00,"Geography Teachers, Postsecondary",4.A.3.b.6.I07.D02,Write grant proposals.
25-1064.00,"Geography Teachers, Postsecondary",4.A.3.b.4.I04.D06,Maintain computer equipment or software.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.b.6.I07.D02,Advise students on academic or career matters.
25-1064.00,"Geography Teachers, Postsecondary",4.A.4.b.6.I07.D05,"Advise educators on curricula, instructional methods, or policies."
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.2.a.4.I01.D03,Analyze geological samples.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.3.a.2.I02.D01,Collect samples for analysis or testing.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.3.b.6.I08.D18,Record research or operational data.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.2.b.2.I18.D11,Prepare maps.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.1.a.1.I08.D02,Research geological features or processes.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.2.a.4.I01.D05,Analyze geological or geographical data.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.3.b.6.I08.D18,Record research or operational data.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.3.a.2.I09.D04,Calibrate scientific or technical equipment.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.3.b.4.I04.D05,Maintain laboratory or technical equipment.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.1.a.1.I04.D08,Collect archival data.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.1.a.1.I04.D08,Collect archival data.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.1.a.1.I12.D03,"Collect information from people through observation, interviews, or surveys."
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.2.b.2.I18.D11,Prepare maps.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.2.a.2.I03.D06,Compile geographic or related data.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.3.a.3.I09.D01,Operate laboratory or field equipment.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.4.b.4.I01.D10,Supervise scientific or technical personnel.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.3.a.2.I46.D10,Set up laboratory or field equipment.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.4.b.4.I06.D02,Direct technical activities or operations.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.3.b.6.I08.D18,Record research or operational data.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.3.b.6.I05.D03,"Document events or evidence, using photographic or audiovisual equipment."
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.2.a.4.I01.D01,Locate natural resources using geospatial or other environmental data.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.2.a.4.I01.D01,Locate natural resources using geospatial or other environmental data.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.1.a.1.I10.D05,Research environmental impact of industrial or development activities.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.2.a.4.I01.D03,Analyze geological samples.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.4.b.4.I10.D01,Direct natural resources extraction projects.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.1.b.2.I07.D18,Inspect equipment to ensure proper functioning.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.4.b.6.I05.D04,Recommend packing or shipping methods.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.4.a.2.I02.D01,Collaborate on research activities with scientists or technical specialists.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.2.a.4.I01.D01,Locate natural resources using geospatial or other environmental data.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.3.a.2.I38.D05,Collect environmental data or samples.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.3.a.2.I38.D03,Collect geographical or geological field data.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.2.a.2.I03.D05,Compile environmental or climatological data.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.1.b.3.I04.D01,Survey land or properties.
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.A.2.a.4.I01.D05,Analyze geological or geographical data.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.a.4.I01.D05,Analyze geological or geographical data.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.a.4.I07.D05,Interpret research or operational data.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.b.2.I18.D11,Prepare maps.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.4.b.4.I06.D11,Coordinate cross-disciplinary research programs.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.1.a.1.I10.D01,Research impacts of environmental conservation initiatives.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.b.1.I04.D05,Determine methods to minimize environmental impact of activities.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.b.1.I04.D05,Determine methods to minimize environmental impact of activities.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.b.2.I08.D04,Develop plans to manage natural or renewable resources.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.b.2.I20.D04,Develop sustainable industrial or development methods.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.a.4.I01.D01,Locate natural resources using geospatial or other environmental data.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.a.4.I01.D01,Locate natural resources using geospatial or other environmental data.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.4.b.6.I09.D01,Advise others on management of emergencies or hazardous situations or materials.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.1.a.1.I08.D02,Research geological features or processes.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.b.1.I04.D05,Determine methods to minimize environmental impact of activities.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.a.3.I01.D09,Review plans or proposals for environmental conservation.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.1.a.1.I08.D01,Research hydrologic features or processes.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.b.3.I01.D01,Review professional literature to maintain professional knowledge.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.a.4.I01.D04,Analyze environmental data.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.a.4.I07.D05,Interpret research or operational data.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.1.a.2.I02.D06,Monitor construction operations.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.1.b.2.I05.D02,Inspect work sites to identify potential environmental or safety hazards.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.a.4.I01.D01,Locate natural resources using geospatial or other environmental data.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.a.3.I01.D08,"Proofread documents, records, or other files to ensure accuracy."
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.a.4.I01.D05,Analyze geological or geographical data.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.a.4.I07.D05,Interpret research or operational data.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.1.a.1.I20.D04,Conduct research to gain information about products or processes.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.b.2.I23.D04,Design research studies to obtain scientific information.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.1.a.1.I08.D02,Research geological features or processes.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.b.2.I18.D11,Prepare maps.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.a.4.I01.D01,Locate natural resources using geospatial or other environmental data.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.1.a.2.I09.D03,Measure environmental characteristics.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.1.a.1.I08.D02,Research geological features or processes.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.4.b.6.I03.D01,Advise others about environmental management or conservation.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.3.b.6.I03.D04,Prepare scientific or technical reports or presentations.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.4.a.2.I01.D03,Communicate results of environmental research.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.4.b.3.I02.D09,Instruct college students in physical or life sciences.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.1.a.2.I09.D03,Measure environmental characteristics.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.a.4.I01.D03,Analyze geological samples.
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",4.A.2.b.2.I02.D06,Develop software or applications for scientific or technical use.
11-3051.02,Geothermal Production Managers,4.A.2.a.1.I07.D03,"Evaluate potential of products, technologies, or resources."
11-3051.02,Geothermal Production Managers,4.A.2.b.1.I09.D01,Implement organizational process or policy changes.
11-3051.02,Geothermal Production Managers,4.A.4.b.4.I12.D10,Direct green energy production operations.
