code,Profession,Task ID,Count,Task
11-3031.00,Financial Managers,21317,1,"Examine, evaluate, or process loan applications."
11-3031.00,Financial Managers,21318,1,"Approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans."
11-3031.00,Financial Managers,21318,1,"Approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans."
11-3031.00,Financial Managers,21319,1,Oversee the flow of cash or financial instruments.
11-3031.00,Financial Managers,21320,1,"Prepare financial or regulatory reports required by laws, regulations, or boards of directors."
11-3031.00,Financial Managers,21320,1,"Prepare financial or regulatory reports required by laws, regulations, or boards of directors."
11-3031.00,Financial Managers,21320,1,"Prepare financial or regulatory reports required by laws, regulations, or boards of directors."
11-3031.00,Financial Managers,21321,1,Develop or analyze information to assess the current or future financial status of firms.
11-3031.00,Financial Managers,21322,1,Communicate with stockholders or other investors to provide information or to raise capital.
11-3031.00,Financial Managers,21323,1,"Evaluate financial reporting systems, accounting or collection procedures, or investment activities and make recommendations for changes to procedures, operating systems, budgets, or other financial control functions."
11-3031.00,Financial Managers,21323,1,"Evaluate financial reporting systems, accounting or collection procedures, or investment activities and make recommendations for changes to procedures, operating systems, budgets, or other financial control functions."
11-3031.00,Financial Managers,21324,1,Analyze and classify risks and investments to determine their potential impacts on companies.
11-3031.00,Financial Managers,21325,1,Network within communities to find and attract new business.
11-3031.00,Financial Managers,21326,1,Review collection reports to determine the status of collections and the amounts of outstanding balances.
11-3031.00,Financial Managers,21327,1,"Establish procedures for custody or control of assets, records, loan collateral, or securities to ensure safekeeping."
11-3031.00,Financial Managers,21328,1,"Plan, direct, and coordinate risk and insurance programs of establishments to control risks and losses."
11-3031.00,Financial Managers,21328,1,"Plan, direct, and coordinate risk and insurance programs of establishments to control risks and losses."
11-3031.00,Financial Managers,21329,1,Review reports of securities transactions or price lists to analyze market conditions.
11-3031.00,Financial Managers,21330,1,"Direct insurance negotiations, select insurance brokers or carriers, and place insurance."
11-3031.00,Financial Managers,21331,1,Submit delinquent accounts to attorneys or outside agencies for collection.
13-2099.01,Financial Quantitative Analysts,15982,1,Prepare requirements documentation for use by software developers.
13-2099.01,Financial Quantitative Analysts,15983,1,Provide application or analytical support to researchers or traders on issues such as valuations or data.
13-2099.01,Financial Quantitative Analysts,15984,1,"Identify, track, or maintain metrics for trading system operations."
13-2099.01,Financial Quantitative Analysts,15985,1,"Collaborate in the development or testing of new analytical software to ensure compliance with user requirements, specifications, or scope."
13-2099.01,Financial Quantitative Analysts,15986,1,Research new financial products or analytics to determine their usefulness.
13-2099.01,Financial Quantitative Analysts,15987,1,Maintain or modify all financial analytic models in use.
13-2099.01,Financial Quantitative Analysts,15988,1,Produce written summary reports of financial research results.
13-2099.01,Financial Quantitative Analysts,15989,1,Interpret results of financial analysis procedures.
13-2099.01,Financial Quantitative Analysts,15990,1,"Develop core analytical capabilities or model libraries, using advanced statistical, quantitative, or econometric techniques."
13-2099.01,Financial Quantitative Analysts,15991,1,Define or recommend model specifications or data collection methods.
13-2099.01,Financial Quantitative Analysts,15992,1,Consult traders or other financial industry personnel to determine the need for new or improved analytical applications.
13-2099.01,Financial Quantitative Analysts,15993,1,"Confer with other financial engineers or analysts on trading strategies, market dynamics, or trading system performance to inform development of quantitative techniques."
13-2099.01,Financial Quantitative Analysts,15994,1,"Collaborate with product development teams to research, model, validate, or implement quantitative structured solutions for new or expanded markets."
13-2099.01,Financial Quantitative Analysts,15995,1,"Research or develop analytical tools to address issues such as portfolio construction or optimization, performance measurement, attribution, profit and loss measurement, or pricing models."
13-2099.01,Financial Quantitative Analysts,15996,1,Devise or apply independent models or tools to help verify results of analytical systems.
13-2099.01,Financial Quantitative Analysts,15997,1,"Apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation."
13-2099.01,Financial Quantitative Analysts,19572,1,Analyze pricing or risks of carbon trading products.
13-2099.01,Financial Quantitative Analysts,19573,1,"Assess the potential impact of climate change on business financial issues, such as damage repairs, insurance costs, or potential disruptions of daily activities."
13-2099.01,Financial Quantitative Analysts,19574,1,"Develop methods of assessing or measuring corporate performance in terms of environmental, social, and governance (ESG) issues."
13-2099.01,Financial Quantitative Analysts,19575,1,Develop solutions to help clients hedge carbon exposure or risk.
13-2099.01,Financial Quantitative Analysts,19576,1,"Develop tools to assess green technologies or green financial products, such as green hedge funds or social responsibility investment funds."
13-2054.00,Financial Risk Specialists,21605,1,"Analyze areas of potential risk to the assets, earning capacity, or success of organizations."
13-2054.00,Financial Risk Specialists,21606,1,Analyze new legislation to determine impact on risk exposure.
13-2054.00,Financial Risk Specialists,21607,1,"Conduct statistical analyses to quantify risk, using statistical analysis software or econometric models."
13-2054.00,Financial Risk Specialists,21608,1,Confer with traders to identify and communicate risks associated with specific trading strategies or positions.
13-2054.00,Financial Risk Specialists,21609,1,Consult financial literature to ensure use of the latest models or statistical techniques.
13-2054.00,Financial Risk Specialists,21610,1,Contribute to development of risk management systems.
13-2054.00,Financial Risk Specialists,21611,1,Determine potential environmental impacts of new products or processes on long-term growth and profitability.
13-2054.00,Financial Risk Specialists,21612,1,Develop contingency plans to deal with emergencies.
13-2054.00,Financial Risk Specialists,21613,1,Develop or implement risk-assessment models or methodologies.
13-2054.00,Financial Risk Specialists,21613,1,Develop or implement risk-assessment models or methodologies.
13-2054.00,Financial Risk Specialists,21614,1,Devise scenario analyses reflecting possible severe market events.
13-2054.00,Financial Risk Specialists,21615,1,Devise systems or processes to monitor validity of risk assessments.
13-2054.00,Financial Risk Specialists,21616,1,"Document, and ensure communication of, key risks."
13-2054.00,Financial Risk Specialists,21617,1,"Draw charts and graphs, using computer spreadsheets, to illustrate technical reports."
13-2054.00,Financial Risk Specialists,21618,1,Evaluate and compare the relative quality of various securities in a given industry.
13-2054.00,Financial Risk Specialists,21619,1,Evaluate the risks and benefits involved in implementing green building technologies.
13-2054.00,Financial Risk Specialists,21620,1,"Evaluate the risks related to green investments, such as renewable energy company stocks."
13-2054.00,Financial Risk Specialists,21621,1,Gather risk-related data from internal or external resources.
13-2054.00,Financial Risk Specialists,21622,1,"Identify key risks and mitigating factors of potential investments, such as asset types and values, legal and ownership structures, professional reputations, customer bases, or industry segments."
13-2054.00,Financial Risk Specialists,21622,1,"Identify key risks and mitigating factors of potential investments, such as asset types and values, legal and ownership structures, professional reputations, customer bases, or industry segments."
13-2054.00,Financial Risk Specialists,21623,1,"Inform financial decisions by analyzing financial information to forecast business, industry, or economic conditions."
13-2054.00,Financial Risk Specialists,21623,1,"Inform financial decisions by analyzing financial information to forecast business, industry, or economic conditions."
13-2054.00,Financial Risk Specialists,21624,1,"Interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs."
13-2054.00,Financial Risk Specialists,21624,1,"Interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs."
13-2054.00,Financial Risk Specialists,21625,1,Maintain input or data quality of risk management systems.
13-2054.00,Financial Risk Specialists,21626,1,"Meet with clients to answer queries on subjects such as risk exposure, market scenarios, or values-at-risk calculations."
13-2054.00,Financial Risk Specialists,21627,1,"Monitor developments in the fields of industrial technology, business, finance, and economic theory."
13-2054.00,Financial Risk Specialists,21628,1,"Prepare plans of action for investment, using financial analyses."
13-2054.00,Financial Risk Specialists,21629,1,"Produce reports or presentations that outline findings, explain risk positions, or recommend changes."
13-2054.00,Financial Risk Specialists,21630,1,Provide statistical modeling advice to other departments.
13-2054.00,Financial Risk Specialists,21631,1,"Recommend investments and investment timing to companies, investment firm staff, or the public."
13-2054.00,Financial Risk Specialists,21632,1,Recommend ways to control or reduce risk.
13-2054.00,Financial Risk Specialists,21633,1,Review or draft risk disclosures for offer documents.
13-2054.00,Financial Risk Specialists,21634,1,"Track, measure, or report on aspects of market risk for traded issues."
13-2054.00,Financial Risk Specialists,21634,1,"Track, measure, or report on aspects of market risk for traded issues."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",10990,1,"Integrate and develop visual elements, such as line, space, mass, color, and perspective, to produce desired effects, such as the illustration of ideas, emotions, or moods."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",10991,1,"Confer with clients, editors, writers, art directors, and other interested parties regarding the nature and content of artwork to be produced."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",10992,1,"Submit preliminary or finished artwork or project plans to clients for approval, incorporating changes as necessary."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",10993,1,"Maintain portfolios of artistic work to demonstrate styles, interests, and abilities."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",10994,1,"Create finished art work as decoration, or to elucidate or substitute for spoken or written messages."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",10995,1,"Cut, bend, laminate, arrange, and fasten individual or mixed raw and manufactured materials and products to form works of art."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",10996,1,"Monitor events, trends, and other circumstances, research specific subject areas, attend art exhibitions, and read art publications to develop ideas and keep current on art world activities."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",10996,1,"Monitor events, trends, and other circumstances, research specific subject areas, attend art exhibitions, and read art publications to develop ideas and keep current on art world activities."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",10997,1,Study different techniques to learn how to apply them to artistic endeavors.
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",10998,1,"Render drawings, illustrations, and sketches of buildings, manufactured products, or models, working from sketches, blueprints, memory, models, or reference materials."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",10999,1,"Create sketches, profiles, or likenesses of posed subjects or photographs, using any combination of freehand drawing, mechanical assembly kits, and computer imaging."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11000,1,"Create sculptures, statues, and other three-dimensional artwork by using abrasives and tools to shape, carve, and fabricate materials such as clay, stone, wood, or metal."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11001,1,"Study styles, techniques, colors, textures, and materials used in works undergoing restoration to ensure consistency during the restoration process."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11002,1,"Develop project budgets for approval, estimating time lines and material costs."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11003,1,"Shade and fill in sketch outlines and backgrounds, using a variety of media such as water colors, markers, and transparent washes, labeling designated colors when necessary."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11004,1,"Collaborate with engineers, mechanics, and other technical experts as necessary to build and install creations."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11005,1,"Create and prepare sketches and model drawings of cartoon characters, providing details from memory, live models, manufactured products, or reference materials."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11006,1,Examine and test paintings in need of restoration or cleaning to determine techniques and materials to be used.
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11007,1,"Create graphics, illustrations, and three-dimensional models to be used in research or in teaching, such as in demonstrating anatomy, pathology, or surgical procedures."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11008,1,"Brush or spray protective or decorative finishes on completed background panels, informational legends, exhibit accessories, or finished paintings."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11009,1,"Trace drawings onto clear acetate for painting or coloring, or trace them with ink to make final copies."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11011,1,"Model substances such as clay or wax, using fingers and small hand tools to form objects."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11012,1,"Collaborate with writers who create ideas, stories, or captions that are combined with artists' work."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11013,1,Provide entertainment at special events by performing activities such as drawing cartoons.
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",11014,1,Render sequential drawings that can be turned into animated films or advertisements.
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",20990,1,"Market artwork through brochures, mailings, or Web sites."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",20991,1,"Photograph objects, places, or scenes for reference material."
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",20992,1,Set up exhibitions of artwork for display or sale.
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",20993,1,Frame and mat artwork for display or sale.
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",20994,1,Submit artwork to shows or galleries.
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",20995,1,Teach artistic techniques to children or adults.
33-2021.00,Fire Inspectors and Investigators,22991,1,"Prepare and maintain reports of investigation results, and records of convicted arsonists and arson suspects."
33-2021.00,Fire Inspectors and Investigators,22991,1,"Prepare and maintain reports of investigation results, and records of convicted arsonists and arson suspects."
33-2021.00,Fire Inspectors and Investigators,22992,1,"Testify in court cases involving fires, suspected arson, and false alarms."
33-2021.00,Fire Inspectors and Investigators,22993,1,"Package collected pieces of evidence in securely closed containers, such as bags, crates, or boxes, to protect them."
33-2021.00,Fire Inspectors and Investigators,22994,1,Conduct inspections and acceptance testing of newly installed fire protection systems.
33-2021.00,Fire Inspectors and Investigators,22995,1,Analyze evidence and other information to determine probable cause of fire or explosion.
33-2021.00,Fire Inspectors and Investigators,22996,1,Photograph damage and evidence related to causes of fires or explosions to document investigation findings.
33-2021.00,Fire Inspectors and Investigators,22997,1,"Examine fire sites and collect evidence such as glass, metal fragments, charred wood, and accelerant residue for use in determining the cause of a fire."
33-2021.00,Fire Inspectors and Investigators,22998,1,"Inspect buildings to locate hazardous conditions and fire code violations, such as accumulations of combustible material, electrical wiring problems, and inadequate or non-functional fire exits."
33-2021.00,Fire Inspectors and Investigators,22999,1,Instruct children about the dangers of fire.
33-2021.00,Fire Inspectors and Investigators,23000,1,Conduct fire code compliance follow-ups to ensure that corrective actions have been taken in cases where violations were found.
33-2021.00,Fire Inspectors and Investigators,23001,1,"Inspect properties that store, handle, and use hazardous materials to ensure compliance with laws, codes, and regulations, and issue hazardous materials permits to facilities found in compliance."
33-2021.00,Fire Inspectors and Investigators,23001,1,"Inspect properties that store, handle, and use hazardous materials to ensure compliance with laws, codes, and regulations, and issue hazardous materials permits to facilities found in compliance."
33-2021.00,Fire Inspectors and Investigators,23002,1,"Write detailed reports of fire inspections performed, fire code violations observed, and corrective recommendations offered."
33-2021.00,Fire Inspectors and Investigators,23003,1,"Identify corrective actions necessary to bring properties into compliance with applicable fire codes, laws, regulations, and standards, and explain these measures to property owners or their representatives."
33-2021.00,Fire Inspectors and Investigators,23003,1,"Identify corrective actions necessary to bring properties into compliance with applicable fire codes, laws, regulations, and standards, and explain these measures to property owners or their representatives."
33-2021.00,Fire Inspectors and Investigators,23004,1,Develop or review fire exit plans.
33-2021.00,Fire Inspectors and Investigators,23005,1,"Inspect and test fire protection or fire detection systems to verify that such systems are installed in accordance with appropriate laws, codes, ordinances, regulations, and standards."
33-2021.00,Fire Inspectors and Investigators,23006,1,"Coordinate efforts with other organizations, such as law enforcement agencies."
33-2021.00,Fire Inspectors and Investigators,23007,1,"Attend training classes to maintain current knowledge of fire prevention, safety, and firefighting procedures."
33-2021.00,Fire Inspectors and Investigators,23008,1,Review blueprints and plans for new or remodeled buildings to ensure the structures meet fire safety codes.
33-2021.00,Fire Inspectors and Investigators,23009,1,Teach fire investigation techniques to other firefighter personnel.
33-2021.00,Fire Inspectors and Investigators,23009,1,Teach fire investigation techniques to other firefighter personnel.
33-2021.00,Fire Inspectors and Investigators,23010,1,Conduct fire exit drills to monitor and evaluate evacuation procedures.
33-2021.00,Fire Inspectors and Investigators,23011,1,Teach public education programs on fire safety and prevention.
33-2021.00,Fire Inspectors and Investigators,23012,1,"Recommend changes to fire prevention, inspection, and fire code endorsement procedures."
33-2021.00,Fire Inspectors and Investigators,23013,1,"Subpoena and interview witnesses, property owners, and building occupants to obtain information and sworn testimony."
33-2021.00,Fire Inspectors and Investigators,23014,1,Conduct internal investigation to determine negligence and violation of laws and regulations by fire department employees.
33-2021.00,Fire Inspectors and Investigators,23015,1,"Test sites and materials to establish facts, such as burn patterns and flash points of materials, using test equipment."
33-2021.00,Fire Inspectors and Investigators,23016,1,Dust evidence or portions of fire scenes for latent fingerprints.
33-2021.00,Fire Inspectors and Investigators,23017,1,"Arrange for the replacement of defective fire fighting equipment and for repair of fire alarm and sprinkler systems, making minor repairs such as servicing fire extinguishers when feasible."
33-2021.00,Fire Inspectors and Investigators,23018,1,Issue permits for public assemblies.
33-2021.00,Fire Inspectors and Investigators,23019,1,"Supervise staff, training them, planning their work, and evaluating their performance."
33-2021.00,Fire Inspectors and Investigators,23019,1,"Supervise staff, training them, planning their work, and evaluating their performance."
33-2021.00,Fire Inspectors and Investigators,23019,1,"Supervise staff, training them, planning their work, and evaluating their performance."
33-2021.00,Fire Inspectors and Investigators,23020,1,"Develop and coordinate fire prevention programs, such as false alarm billing, fire inspection reporting, and hazardous materials management."
33-2021.00,Fire Inspectors and Investigators,23020,1,"Develop and coordinate fire prevention programs, such as false alarm billing, fire inspection reporting, and hazardous materials management."
17-2111.02,Fire-Prevention and Protection Engineers,20383,1,"Prepare and write reports detailing specific fire prevention and protection issues, such as work performed, revised codes or standards, and proposed review schedules."
17-2111.02,Fire-Prevention and Protection Engineers,8983,1,"Inspect buildings or building designs to determine fire protection system requirements and potential problems in areas such as water supplies, exit locations, and construction materials."
17-2111.02,Fire-Prevention and Protection Engineers,8984,1,"Advise architects, builders, and other construction personnel on fire prevention equipment and techniques and on fire code and standard interpretation and compliance."
17-2111.02,Fire-Prevention and Protection Engineers,8986,1,Determine causes of fires and ways in which they could have been prevented.
17-2111.02,Fire-Prevention and Protection Engineers,8987,1,"Direct the purchase, modification, installation, maintenance, and operation of fire protection systems."
17-2111.02,Fire-Prevention and Protection Engineers,8987,1,"Direct the purchase, modification, installation, maintenance, and operation of fire protection systems."
17-2111.02,Fire-Prevention and Protection Engineers,8987,1,"Direct the purchase, modification, installation, maintenance, and operation of fire protection systems."
17-2111.02,Fire-Prevention and Protection Engineers,8988,1,Consult with authorities to discuss safety regulations and to recommend changes as necessary.
17-2111.02,Fire-Prevention and Protection Engineers,8989,1,"Develop plans for the prevention of destruction by fire, wind, and water."
17-2111.02,Fire-Prevention and Protection Engineers,8991,1,"Attend workshops, seminars, or conferences to present or obtain information regarding fire prevention and protection."
17-2111.02,Fire-Prevention and Protection Engineers,8992,1,Develop training materials and conduct training sessions on fire protection.
33-2011.00,Firefighters,22961,1,"Rescue victims from burning buildings, accident sites, and water hazards."
33-2011.00,Firefighters,22962,1,Dress with equipment such as fire-resistant clothing and breathing apparatus.
33-2011.00,Firefighters,22963,1,"Assess fires and situations and report conditions to superiors to receive instructions, using two-way radios."
33-2011.00,Firefighters,22963,1,"Assess fires and situations and report conditions to superiors to receive instructions, using two-way radios."
33-2011.00,Firefighters,22964,1,"Move toward the source of a fire, using knowledge of types of fires, construction design, building materials, and physical layout of properties."
33-2011.00,Firefighters,22965,1,"Respond to fire alarms and other calls for assistance, such as automobile and industrial accidents."
33-2011.00,Firefighters,22966,1,"Create openings in buildings for ventilation or entrance, using axes, chisels, crowbars, electric saws, or core cutters."
33-2011.00,Firefighters,22967,1,Drive and operate fire fighting vehicles and equipment.
33-2011.00,Firefighters,22968,1,Inspect fire sites after flames have been extinguished to ensure that there is no further danger.
33-2011.00,Firefighters,22969,1,"Position and climb ladders to gain access to upper levels of buildings, or to rescue individuals from burning structures."
33-2011.00,Firefighters,22969,1,"Position and climb ladders to gain access to upper levels of buildings, or to rescue individuals from burning structures."
33-2011.00,Firefighters,22970,1,"Select and attach hose nozzles, depending on fire type, and direct streams of water or chemicals onto fires."
33-2011.00,Firefighters,22971,1,"Maintain contact with fire dispatchers at all times to notify them of the need for additional firefighters and supplies, or to detail any difficulties encountered."
33-2011.00,Firefighters,22972,1,Collaborate with other firefighters as a member of a firefighting crew.
33-2011.00,Firefighters,22973,1,Patrol burned areas after fires to locate and eliminate hot spots that may restart fires.
33-2011.00,Firefighters,22973,1,Patrol burned areas after fires to locate and eliminate hot spots that may restart fires.
33-2011.00,Firefighters,22974,1,"Collaborate with police to respond to accidents, disasters, and arson investigation calls."
33-2011.00,Firefighters,22975,1,Participate in fire drills and demonstrations of fire fighting techniques.
33-2011.00,Firefighters,22976,1,"Maintain knowledge of current firefighting practices by participating in drills and by attending seminars, conventions, and conferences."
33-2011.00,Firefighters,22976,1,"Maintain knowledge of current firefighting practices by participating in drills and by attending seminars, conventions, and conferences."
33-2011.00,Firefighters,22977,1,Prepare written reports that detail specifics of fire incidents.
33-2011.00,Firefighters,22978,1,Participate in physical training activities to maintain a high level of physical fitness.
33-2011.00,Firefighters,22979,1,"Protect property from water and smoke, using waterproof salvage covers, smoke ejectors, and deodorants."
33-2011.00,Firefighters,22980,1,Inform and educate the public on fire prevention.
33-2011.00,Firefighters,22981,1,"Salvage property by removing broken glass, pumping out water, and ventilating buildings to remove smoke."
33-2011.00,Firefighters,22982,1,"Orient self in relation to fire, using compass and map, and collect supplies and equipment dropped by parachute."
33-2011.00,Firefighters,22983,1,Clean and maintain fire stations and fire fighting equipment and apparatus.
33-2011.00,Firefighters,22984,1,"Inspect buildings for fire hazards and compliance with fire prevention ordinances, testing and checking smoke alarms and fire suppression equipment as necessary."
33-2011.00,Firefighters,22984,1,"Inspect buildings for fire hazards and compliance with fire prevention ordinances, testing and checking smoke alarms and fire suppression equipment as necessary."
33-2011.00,Firefighters,22985,1,"Take action to contain any hazardous chemicals that could catch fire, leak, or spill."
33-2011.00,Firefighters,22986,1,"Extinguish flames and embers to suppress fires, using shovels or engine- or hand-driven water or chemical pumps."
33-2011.00,Firefighters,22987,1,Administer first aid and cardiopulmonary resuscitation to injured persons or provide emergency medical care such as basic or advanced life support.
33-2011.00,Firefighters,22987,1,Administer first aid and cardiopulmonary resuscitation to injured persons or provide emergency medical care such as basic or advanced life support.
33-2011.00,Firefighters,22987,1,Administer first aid and cardiopulmonary resuscitation to injured persons or provide emergency medical care such as basic or advanced life support.
33-2011.00,Firefighters,22988,1,Operate pumps connected to high-pressure hoses.
33-2011.00,Firefighters,22989,1,Search to locate fire victims.
33-2011.00,Firefighters,22990,1,Train new employees to control and suppress fires.
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11424,1,"Read specifications, such as blueprints, to determine construction requirements or to plan procedures."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11425,1,Estimate material or worker requirements to complete jobs.
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11425,1,Estimate material or worker requirements to complete jobs.
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11426,1,"Supervise, coordinate, or schedule the activities of construction or extractive workers."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11426,1,"Supervise, coordinate, or schedule the activities of construction or extractive workers."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11427,1,"Confer with managerial or technical personnel, other departments, or contractors to resolve problems or to coordinate activities."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11428,1,Coordinate work activities with other construction project activities.
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11429,1,Order or requisition materials or supplies.
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11430,1,"Locate, measure, and mark site locations or placement of structures or equipment, using measuring and marking equipment."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11430,1,"Locate, measure, and mark site locations or placement of structures or equipment, using measuring and marking equipment."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11431,1,"Record information, such as personnel, production, or operational data on specified forms or reports."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11432,1,"Assign work to employees, based on material or worker requirements of specific jobs."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11433,1,"Provide assistance to workers engaged in construction or extraction activities, using hand tools or other equipment."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11434,1,"Train workers in construction methods, operation of equipment, safety procedures, or company policies."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11435,1,"Analyze worker or production problems and recommend solutions, such as improving production methods or implementing motivational plans."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11436,1,Arrange for repairs of equipment or machinery.
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11437,1,"Suggest or initiate personnel actions, such as promotions, transfers, or hires."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,20291,1,"Inspect work progress, equipment, or construction sites to verify safety or to ensure that specifications are met."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,20291,1,"Inspect work progress, equipment, or construction sites to verify safety or to ensure that specifications are met."
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,20291,1,"Inspect work progress, equipment, or construction sites to verify safety or to ensure that specifications are met."
33-1011.00,First-Line Supervisors of Correctional Officers,20255,1,Review offender information to identify issues that require special attention.
33-1011.00,First-Line Supervisors of Correctional Officers,21196,1,Conduct evaluations of employees' performance.
33-1011.00,First-Line Supervisors of Correctional Officers,9428,1,"Take, receive, or check periodic inmate counts."
33-1011.00,First-Line Supervisors of Correctional Officers,9429,1,"Maintain order, discipline, and security within assigned areas in accordance with relevant rules, regulations, policies, and laws."
33-1011.00,First-Line Supervisors of Correctional Officers,9430,1,"Respond to emergencies, such as escapes."
33-1011.00,First-Line Supervisors of Correctional Officers,9431,1,"Maintain knowledge of, comply with, and enforce all institutional policies, rules, procedures, and regulations."
33-1011.00,First-Line Supervisors of Correctional Officers,9432,1,"Supervise and direct the work of correctional officers to ensure the safe custody, discipline, and welfare of inmates."
33-1011.00,First-Line Supervisors of Correctional Officers,9433,1,"Restrain, secure, or control offenders, using chemical agents, firearms, or other weapons of force as necessary."
33-1011.00,First-Line Supervisors of Correctional Officers,9434,1,Supervise or perform searches of inmates or their quarters to locate contraband items.
33-1011.00,First-Line Supervisors of Correctional Officers,9434,1,Supervise or perform searches of inmates or their quarters to locate contraband items.
33-1011.00,First-Line Supervisors of Correctional Officers,9435,1,"Monitor behavior of subordinates to ensure alert, courteous, and professional behavior toward inmates, parolees, fellow employees, visitors, and the public."
33-1011.00,First-Line Supervisors of Correctional Officers,9436,1,"Complete administrative paperwork or supervise the preparation or maintenance of records, forms, or reports."
33-1011.00,First-Line Supervisors of Correctional Officers,9436,1,"Complete administrative paperwork or supervise the preparation or maintenance of records, forms, or reports."
33-1011.00,First-Line Supervisors of Correctional Officers,9437,1,Instruct employees or provide on-the-job training.
33-1011.00,First-Line Supervisors of Correctional Officers,9438,1,Conduct roll calls of correctional officers.
33-1011.00,First-Line Supervisors of Correctional Officers,9439,1,"Supervise activities, such as searches, shakedowns, riot control, or institutional tours."
33-1011.00,First-Line Supervisors of Correctional Officers,9440,1,Carry injured offenders or employees to safety and provide emergency first aid when necessary.
33-1011.00,First-Line Supervisors of Correctional Officers,9440,1,Carry injured offenders or employees to safety and provide emergency first aid when necessary.
33-1011.00,First-Line Supervisors of Correctional Officers,9441,1,"Supervise or provide security for offenders performing tasks, such as construction, maintenance, laundry, food service, or other industrial or agricultural operations."
33-1011.00,First-Line Supervisors of Correctional Officers,9442,1,Develop work or security procedures.
33-1011.00,First-Line Supervisors of Correctional Officers,9443,1,Set up employee work schedules.
33-1011.00,First-Line Supervisors of Correctional Officers,9444,1,Resolve problems between inmates.
33-1011.00,First-Line Supervisors of Correctional Officers,9446,1,"Rate behavior of inmates, promoting acceptable attitudes and behaviors to those with low ratings."
33-1011.00,First-Line Supervisors of Correctional Officers,9447,1,"Transfer or transport offenders on foot or by driving vehicles, such as trailers, vans, or buses."
